model,thinking,config,task,rep,label,reward_binary,reward_partial,n_turns,n_gold_turns,first_gold_turn,last_gold_turn,gold_coverage
deepseek-v4-flash,high,advisor,true-myth-iterable-collection-combinators,0,solved,1,1.0,31,20,2,28,1.0
deepseek-v4-flash,high,advisor,ts-pattern-match-each,0,found_kept_failed,0,0.06593406593406594,69,18,1,56,1.0
deepseek-v4-flash,high,advisor,updo-policy-alerting,0,found_then_lost,0,0.8785714285714286,16,3,1,3,0.556
deepseek-v4-flash,high,advisor,valibot-recursive-schema-composition,0,found_kept_failed,0,0.6575342465753424,42,21,1,41,0.632
deepseek-v4-flash,high,advisor,vitest-duration-sharding,0,found_kept_failed,0,0.0,41,28,5,36,1.0
deepseek-v4-flash,high,advisor,vitest-duration-sharding,1,found_kept_failed,0,0.9875,106,54,3,102,1.0
deepseek-v4-flash,high,advisor,vulture-persistent-analysis-cache,0,found_then_lost,0,0.9968652037617555,44,11,1,24,1.0
deepseek-v4-flash,high,advisor,wasmi-trap-coredumps,0,found_kept_failed,-1,0.0,12,8,2,10,0.714
deepseek-v4-flash,high,advisor,wasmi-trap-coredumps,1,found_kept_failed,0,0.8125,163,79,3,161,0.857
deepseek-v4-flash,high,advisor,wazero-multi-module-snapshots,0,found_then_lost,0,0.975,75,10,14,30,0.143
deepseek-v4-flash,high,advisor,yaegi-go-embed-directives,0,found_then_lost,-1,0.0,9,2,3,6,0.667
deepseek-v4-flash,high,advisor,yaegi-go-embed-directives,1,found_kept_failed,0,0.71875,159,52,8,148,1.0
deepseek-v4-flash,high,advisor,yjs-map-conflict-detection,0,found_kept_failed,-1,0.0,4,2,2,3,0.375
deepseek-v4-flash,high,advisor,yjs-map-conflict-detection,1,found_kept_failed,0,0.07916666666666666,37,28,2,36,1.0
deepseek-v4-flash,high,advisor,ytt-jsonpath-query-api,0,found_then_lost,0,0.009615384615384616,15,1,3,3,0.2
deepseek-v4-flash,high,advisor,ytt-jsonpath-query-api,1,found_kept_failed,0,0.9711538461538461,102,44,2,97,0.4
deepseek-v4-flash,high,advisor-observational-memory,actionlint-action-pinning-lint,0,found_then_lost,0,0.935,55,17,1,32,1.0
deepseek-v4-flash,high,advisor-observational-memory,actionlint-action-pinning-lint,1,found_kept_failed,0,0.895,68,20,1,64,1.0
deepseek-v4-flash,high,advisor-observational-memory,actionlint-action-pinning-lint,2,found_kept_failed,0,0.92,109,34,1,100,1.0
deepseek-v4-flash,high,advisor-observational-memory,anko-default-function-arguments,0,found_kept_failed,0,0.9917355371900827,131,15,3,116,0.333
deepseek-v4-flash,high,advisor-observational-memory,anko-default-function-arguments,1,found_then_lost,0,0.9917355371900827,97,1,4,4,0.333
deepseek-v4-flash,high,advisor-observational-memory,anko-default-function-arguments,2,found_then_lost,0,0.9834710743801653,275,12,13,57,0.333
deepseek-v4-flash,high,advisor-observational-memory,awilix-async-container-initialization,0,found_kept_failed,0,0.8709677419354839,93,41,2,81,1.0
deepseek-v4-flash,high,advisor-observational-memory,awilix-async-container-initialization,1,solved,1,1.0,87,44,2,77,1.0
deepseek-v4-flash,high,advisor-observational-memory,awilix-async-container-initialization,2,found_then_lost,0,0.9946236559139785,107,36,3,78,1.0
deepseek-v4-flash,high,advisor-observational-memory,boa-hierarchical-evaluation-cancellation,0,found_then_lost,0,0.2916666666666667,179,69,2,133,0.8
deepseek-v4-flash,high,advisor-observational-memory,boa-hierarchical-evaluation-cancellation,1,found_kept_failed,0,0.2916666666666667,180,68,3,167,0.8
deepseek-v4-flash,high,advisor-observational-memory,boa-hierarchical-evaluation-cancellation,2,found_kept_failed,0,0.875,171,76,3,156,0.8
deepseek-v4-flash,high,advisor-observational-memory,cattrs-partial-structuring-recovery,0,solved,1,1.0,88,22,2,75,1.0
deepseek-v4-flash,high,advisor-observational-memory,cattrs-partial-structuring-recovery,1,found_then_lost,0,0.7763157894736842,56,15,2,32,1.0
deepseek-v4-flash,high,advisor-observational-memory,cattrs-partial-structuring-recovery,2,found_kept_failed,0,0.9736842105263158,90,24,2,73,0.667
deepseek-v4-flash,high,advisor-observational-memory,dynamodb-toolbox-lazy-recursive-schemas,0,found_kept_failed,0,0.9976993865030674,253,92,4,211,1.0
deepseek-v4-flash,high,advisor-observational-memory,dynamodb-toolbox-lazy-recursive-schemas,1,found_kept_failed,0,0.9831288343558282,206,111,4,198,1.0
deepseek-v4-flash,high,advisor-observational-memory,dynamodb-toolbox-lazy-recursive-schemas,2,found_kept_failed,0,0.9915644171779141,134,75,2,122,0.75
deepseek-v4-flash,high,advisor-observational-memory,fastapi-implicit-head-options,0,found_kept_failed,0,0.9959080893925086,188,83,2,167,1.0
deepseek-v4-flash,high,advisor-observational-memory,fastapi-implicit-head-options,1,found_kept_failed,0,0.9955933270380862,227,135,2,217,1.0
deepseek-v4-flash,high,advisor-observational-memory,fastapi-implicit-head-options,2,found_kept_failed,0,0.9940195152659742,207,79,1,201,0.75
deepseek-v4-flash,high,advisor-observational-memory,httpx-streaming-json-iteration,0,found_kept_failed,0,0.9914021164021164,67,7,2,53,0.333
deepseek-v4-flash,high,advisor-observational-memory,httpx-streaming-json-iteration,1,found_then_lost,0,0.9966931216931217,82,3,2,14,0.333
deepseek-v4-flash,high,advisor-observational-memory,httpx-streaming-json-iteration,2,found_kept_failed,0,0.9993386243386243,102,32,2,83,0.667
deepseek-v4-flash,high,advisor-observational-memory,kgateway-consistent-hash-policy,0,found_kept_failed,0,0.9907407407407407,127,30,1,125,0.667
deepseek-v4-flash,high,advisor-observational-memory,kgateway-consistent-hash-policy,1,found_kept_failed,0,0.9907407407407407,41,15,0,33,0.444
deepseek-v4-flash,high,advisor-observational-memory,kgateway-consistent-hash-policy,2,found_kept_failed,0,0.9907407407407407,115,27,2,103,0.667
deepseek-v4-flash,high,advisor-observational-memory,mashumaro-flattened-dataclass-fields,0,found_kept_failed,0,0.9998670212765958,177,76,3,166,0.667
deepseek-v4-flash,high,advisor-observational-memory,mashumaro-flattened-dataclass-fields,1,found_kept_failed,0,0.9998005319148936,115,51,2,106,0.667
deepseek-v4-flash,high,advisor-observational-memory,mashumaro-flattened-dataclass-fields,2,found_kept_failed,0,0.9997672872340425,113,42,2,92,0.667
deepseek-v4-flash,high,advisor-observational-memory,ts-pattern-match-each,0,solved,1,1.0,72,12,2,23,1.0
deepseek-v4-flash,high,advisor-observational-memory,ts-pattern-match-each,1,found_then_lost,0,0.06593406593406594,47,8,2,30,1.0
deepseek-v4-flash,high,advisor-observational-memory,ts-pattern-match-each,2,found_then_lost,0,0.06593406593406594,60,5,2,20,0.8
deepseek-v4-flash,high,advisor-observational-memory,yjs-map-conflict-detection,0,solved,1,1.0,124,59,2,111,0.875
deepseek-v4-flash,high,advisor-observational-memory,yjs-map-conflict-detection,1,solved,1,1.0,103,41,2,100,1.0
deepseek-v4-flash,high,advisor-observational-memory,yjs-map-conflict-detection,2,found_then_lost,0,0.9958333333333333,69,34,2,50,1.0
gpt-5.5,medium,baseline,actionlint-action-pinning-lint,0,solved,1,1.0,43,24,2,40,1.0
gpt-5.5,medium,baseline,actionlint-action-pinning-lint,1,solved,1,1.0,67,27,2,64,1.0
gpt-5.5,medium,baseline,actionlint-action-pinning-lint,2,solved,1,1.0,55,30,2,52,1.0
gpt-5.5,medium,baseline,adaptix-name-mapping-aliases,0,found_kept_failed,0,0.9996405463695184,89,37,3,81,0.714
gpt-5.5,medium,baseline,adaptix-name-mapping-aliases,1,solved,1,1.0,91,43,3,83,0.714
gpt-5.5,medium,baseline,adaptix-name-mapping-aliases,2,solved,1,1.0,85,38,3,80,0.857
gpt-5.5,medium,baseline,anko-default-function-arguments,0,found_kept_failed,0,0.9917355371900827,55,12,12,47,0.333
gpt-5.5,medium,baseline,anko-default-function-arguments,1,found_kept_failed,0,0.5785123966942148,63,17,15,57,1.0
gpt-5.5,medium,baseline,anko-default-function-arguments,2,solved,1,1.0,63,11,11,54,0.333
gpt-5.5,medium,baseline,anko-typed-variable-bindings,0,found_then_lost,0,0.941747572815534,61,21,4,45,0.778
gpt-5.5,medium,baseline,anko-typed-variable-bindings,1,found_kept_failed,0,0.9805825242718447,53,23,4,48,0.778
gpt-5.5,medium,baseline,anko-typed-variable-bindings,2,found_kept_failed,0,0.9805825242718447,57,30,4,44,0.778
gpt-5.5,medium,baseline,awilix-async-container-initialization,0,solved,1,1.0,62,25,3,48,1.0
gpt-5.5,medium,baseline,awilix-async-container-initialization,1,solved,1,1.0,61,26,3,54,1.0
gpt-5.5,medium,baseline,awilix-async-container-initialization,2,solved,1,1.0,51,17,3,45,1.0
gpt-5.5,medium,baseline,bandit-structured-nosec-directives,0,found_kept_failed,0,0.9886039886039886,55,18,4,44,0.571
gpt-5.5,medium,baseline,bandit-structured-nosec-directives,1,found_kept_failed,0,0.9914529914529915,58,18,4,50,0.571
gpt-5.5,medium,baseline,bandit-structured-nosec-directives,2,found_kept_failed,0,0.9886039886039886,57,20,4,50,0.714
gpt-5.5,medium,baseline,boa-hierarchical-evaluation-cancellation,0,found_kept_failed,0,0.2916666666666667,89,41,6,77,1.0
gpt-5.5,medium,baseline,boa-hierarchical-evaluation-cancellation,1,solved,1,1.0,84,42,4,78,1.0
gpt-5.5,medium,baseline,boa-hierarchical-evaluation-cancellation,2,found_kept_failed,0,0.9583333333333334,112,71,4,105,1.0
gpt-5.5,medium,baseline,cattrs-partial-structuring-recovery,0,solved,1,1.0,54,19,4,43,0.667
gpt-5.5,medium,baseline,cattrs-partial-structuring-recovery,1,solved,1,1.0,71,31,4,64,0.667
gpt-5.5,medium,baseline,cattrs-partial-structuring-recovery,2,found_kept_failed,0,0.9868421052631579,52,20,4,46,0.667
gpt-5.5,medium,baseline,clack-async-autocomplete-options,0,found_kept_failed,0,0.9875862068965517,50,22,3,44,0.667
gpt-5.5,medium,baseline,clack-async-autocomplete-options,1,found_kept_failed,0,0.9875862068965517,47,18,3,40,0.667
gpt-5.5,medium,baseline,clack-async-autocomplete-options,2,found_kept_failed,0,0.9875862068965517,49,23,3,42,0.667
gpt-5.5,medium,baseline,csstree-shorthand-expansion-compression,0,found_kept_failed,0,0.9998213647731332,45,15,3,39,0.667
gpt-5.5,medium,baseline,csstree-shorthand-expansion-compression,1,found_then_lost,0,0.999761819697511,37,7,3,22,0.667
gpt-5.5,medium,baseline,csstree-shorthand-expansion-compression,2,found_kept_failed,0,0.9997022746218888,26,8,3,20,0.667
gpt-5.5,medium,baseline,dynamodb-toolbox-lazy-recursive-schemas,0,found_kept_failed,0,0.9877300613496932,170,77,3,164,0.833
gpt-5.5,medium,baseline,dynamodb-toolbox-lazy-recursive-schemas,1,found_kept_failed,0,0.9984662576687117,117,52,4,108,0.833
gpt-5.5,medium,baseline,dynamodb-toolbox-lazy-recursive-schemas,2,found_kept_failed,0,0.9877300613496932,121,47,3,110,0.917
gpt-5.5,medium,baseline,effect-sse-httpapi-streaming,0,solved,1,1.0,79,32,2,70,1.0
gpt-5.5,medium,baseline,effect-sse-httpapi-streaming,1,solved,1,1.0,109,44,4,101,0.857
gpt-5.5,medium,baseline,effect-sse-httpapi-streaming,2,found_kept_failed,0,0.5982905982905983,82,33,3,69,0.857
gpt-5.5,medium,baseline,etree-xml-diff-patch,0,found_kept_failed,0,0.9552238805970149,22,17,2,19,0.375
gpt-5.5,medium,baseline,etree-xml-diff-patch,1,found_kept_failed,0,0.9850746268656716,24,16,2,21,0.375
gpt-5.5,medium,baseline,etree-xml-diff-patch,2,solved,1,1.0,24,18,2,21,0.5
gpt-5.5,medium,baseline,fastapi-implicit-head-options,0,found_kept_failed,0,0.9990557129367328,100,39,2,94,0.75
gpt-5.5,medium,baseline,fastapi-implicit-head-options,1,solved,1,1.0,89,34,2,69,0.75
gpt-5.5,medium,baseline,fastapi-implicit-head-options,2,found_kept_failed,0,0.9977966635190432,98,53,2,89,0.75
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,0,found_kept_failed,0,0.993421052631579,49,18,4,40,1.0
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,1,found_kept_failed,0,0.993421052631579,46,15,4,41,1.0
gpt-5.5,medium,baseline,fd-deterministic-multi-key-sorting,2,found_then_lost,0,0.993421052631579,35,14,4,20,1.0
gpt-5.5,medium,baseline,goreleaser-retry-publish-auditing,0,solved,1,1.0,47,21,3,40,0.5
gpt-5.5,medium,baseline,goreleaser-retry-publish-auditing,1,solved,1,1.0,57,21,3,47,0.667
gpt-5.5,medium,baseline,goreleaser-retry-publish-auditing,2,solved,1,1.0,71,19,3,56,0.5
gpt-5.5,medium,baseline,gql-incremental-graphql-delivery,0,found_kept_failed,0,0.9927536231884058,81,36,4,74,0.857
gpt-5.5,medium,baseline,gql-incremental-graphql-delivery,1,found_kept_failed,0,0.998792270531401,66,29,4,59,1.0
gpt-5.5,medium,baseline,gql-incremental-graphql-delivery,2,found_kept_failed,0,0.9975845410628019,84,37,4,79,0.857
gpt-5.5,medium,baseline,httpx-streaming-json-iteration,0,solved,1,1.0,45,13,4,39,0.333
gpt-5.5,medium,baseline,httpx-streaming-json-iteration,1,solved,1,1.0,41,10,4,35,0.667
gpt-5.5,medium,baseline,httpx-streaming-json-iteration,2,solved,1,1.0,39,9,5,32,0.333
gpt-5.5,medium,baseline,kea-atomic-signal-selectors,0,solved,1,1.0,55,19,3,40,0.75
gpt-5.5,medium,baseline,kea-atomic-signal-selectors,1,solved,1,1.0,48,14,2,29,0.875
gpt-5.5,medium,baseline,kea-atomic-signal-selectors,2,found_kept_failed,0,0.9933774834437086,64,18,3,53,0.875
gpt-5.5,medium,baseline,kgateway-consistent-hash-policy,0,found_kept_failed,0,0.9907407407407407,50,17,2,40,0.667
gpt-5.5,medium,baseline,kgateway-consistent-hash-policy,1,found_kept_failed,0,0.9907407407407407,45,13,2,38,0.556
gpt-5.5,medium,baseline,kgateway-consistent-hash-policy,2,found_kept_failed,0,0.9907407407407407,62,20,2,51,0.556
gpt-5.5,medium,baseline,kombu-single-active-consumer-priority,0,found_kept_failed,0,0.99933598937583,60,32,4,52,1.0
gpt-5.5,medium,baseline,kombu-single-active-consumer-priority,1,found_kept_failed,0,0.99933598937583,58,35,4,52,1.0
gpt-5.5,medium,baseline,kombu-single-active-consumer-priority,2,solved,1,1.0,71,37,4,66,1.0
gpt-5.5,medium,baseline,koota-deferred-mutation-buffer,0,found_kept_failed,0,0.9949748743718593,46,27,3,39,1.0
gpt-5.5,medium,baseline,koota-deferred-mutation-buffer,1,found_kept_failed,0,0.9748743718592965,46,22,4,41,1.0
gpt-5.5,medium,baseline,koota-deferred-mutation-buffer,2,found_kept_failed,0,0.9698492462311558,51,26,3,44,1.0
gpt-5.5,medium,baseline,langchain-request-coalescing,0,solved,1,1.0,70,31,2,64,1.0
gpt-5.5,medium,baseline,langchain-request-coalescing,1,found_kept_failed,0,0.9964539007092199,72,24,2,67,0.75
gpt-5.5,medium,baseline,langchain-request-coalescing,2,found_kept_failed,0,0.9964539007092199,66,23,4,60,0.75
gpt-5.5,medium,baseline,mashumaro-flattened-dataclass-fields,0,found_kept_failed,0,0.9999002659574469,68,22,6,60,0.333
gpt-5.5,medium,baseline,mashumaro-flattened-dataclass-fields,1,found_kept_failed,0,0.9999002659574469,60,17,5,45,0.333
gpt-5.5,medium,baseline,mashumaro-flattened-dataclass-fields,2,found_kept_failed,0,0.9998670212765958,57,20,5,50,0.667
gpt-5.5,medium,baseline,obsidian-linter-auto-table-of-contents,0,found_kept_failed,0,0.9650170648464164,53,18,4,50,0.8
gpt-5.5,medium,baseline,obsidian-linter-auto-table-of-contents,1,found_kept_failed,0,0.9650170648464164,35,7,3,32,1.0
gpt-5.5,medium,baseline,obsidian-linter-auto-table-of-contents,2,found_kept_failed,0,0.9650170648464164,49,15,3,46,0.8
gpt-5.5,medium,baseline,onedump-dump-encryption-pipeline,0,found_kept_failed,0,0.875,41,15,3,33,0.455
gpt-5.5,medium,baseline,onedump-dump-encryption-pipeline,1,found_kept_failed,0,0.875,44,19,3,40,0.727
gpt-5.5,medium,baseline,onedump-dump-encryption-pipeline,2,found_kept_failed,0,0.875,41,17,3,33,0.545
gpt-5.5,medium,baseline,oxvg-structural-selector-preservation,0,found_kept_failed,0,0.9705882352941176,64,13,5,55,1.0
gpt-5.5,medium,baseline,oxvg-structural-selector-preservation,1,found_kept_failed,0,0.9705882352941176,76,16,3,71,0.667
gpt-5.5,medium,baseline,oxvg-structural-selector-preservation,2,found_kept_failed,0,0.9705882352941176,54,15,3,46,0.667
gpt-5.5,medium,baseline,prometheus-typed-label-sorting,0,solved,1,1.0,28,4,6,16,0.333
gpt-5.5,medium,baseline,prometheus-typed-label-sorting,1,solved,1,1.0,48,3,12,19,0.333
gpt-5.5,medium,baseline,prometheus-typed-label-sorting,2,solved,1,1.0,26,4,6,12,0.333
gpt-5.5,medium,baseline,python-statemachine-state-data-scoping,0,solved,1,1.0,90,33,2,82,0.688
gpt-5.5,medium,baseline,python-statemachine-state-data-scoping,1,found_kept_failed,0,0.9985272459499264,95,37,1,86,0.688
gpt-5.5,medium,baseline,python-statemachine-state-data-scoping,2,solved,1,1.0,69,34,2,61,0.688
gpt-5.5,medium,baseline,termenv-preserve-ansi-resets,0,found_kept_failed,0,0.9344262295081968,33,12,2,30,0.375
gpt-5.5,medium,baseline,termenv-preserve-ansi-resets,1,found_kept_failed,0,0.9754098360655737,37,12,2,32,0.375
gpt-5.5,medium,baseline,termenv-preserve-ansi-resets,2,found_kept_failed,0,0.9590163934426229,28,12,2,24,0.375
gpt-5.5,medium,baseline,textual-kitty-key-phases,0,found_kept_failed,0,0.9875,44,10,4,35,0.571
gpt-5.5,medium,baseline,textual-kitty-key-phases,1,found_kept_failed,0,0.9625,76,24,4,68,0.714
gpt-5.5,medium,baseline,textual-kitty-key-phases,2,found_kept_failed,0,0.975,53,19,4,46,0.714
gpt-5.5,medium,baseline,ts-pattern-match-each,0,solved,1,1.0,40,5,2,22,1.0
gpt-5.5,medium,baseline,ts-pattern-match-each,1,solved,1,1.0,36,6,3,31,1.0
gpt-5.5,medium,baseline,ts-pattern-match-each,2,solved,1,1.0,26,5,3,18,1.0
gpt-5.5,medium,baseline,updo-policy-alerting,0,found_then_lost,0,0.9857142857142858,42,19,3,31,0.667
gpt-5.5,medium,baseline,updo-policy-alerting,1,found_kept_failed,0,0.9928571428571429,43,25,2,37,0.556
gpt-5.5,medium,baseline,updo-policy-alerting,2,found_kept_failed,0,0.9857142857142858,39,21,2,31,0.444
gpt-5.5,medium,baseline,wasmi-trap-coredumps,0,found_kept_failed,0,0.975,133,70,4,128,1.0
gpt-5.5,medium,baseline,wasmi-trap-coredumps,1,found_kept_failed,0,0.9,114,57,3,108,0.857
gpt-5.5,medium,baseline,wasmi-trap-coredumps,2,found_kept_failed,0,0.875,88,53,3,81,0.857
gpt-5.5,medium,baseline,wazero-multi-module-snapshots,0,found_kept_failed,0,0.975,26,8,7,20,0.143
gpt-5.5,medium,baseline,wazero-multi-module-snapshots,1,solved,1,1.0,25,9,7,19,0.143
gpt-5.5,medium,baseline,wazero-multi-module-snapshots,2,solved,1,1.0,26,3,9,16,0.071
gpt-5.5,medium,baseline,yjs-map-conflict-detection,0,solved,1,1.0,55,25,3,34,1.0
gpt-5.5,medium,baseline,yjs-map-conflict-detection,1,solved,1,1.0,65,23,4,60,0.75
gpt-5.5,medium,baseline,yjs-map-conflict-detection,2,solved,1,1.0,62,23,4,44,0.875
gpt-5.5,xhigh,baseline,bandit-structured-nosec-directives,0,found_kept_failed,0,0.9886039886039886,72,12,4,57,0.714
gpt-5.5,xhigh,baseline,bandit-structured-nosec-directives,1,found_then_lost,0,0.9971509971509972,82,20,4,60,0.714
gpt-5.5,xhigh,baseline,bandit-structured-nosec-directives,2,found_kept_failed,0,0.9971509971509972,99,22,5,92,0.714
gpt-5.5,xhigh,baseline,csstree-shorthand-expansion-compression,0,solved,1,1.0,80,13,4,72,0.667
gpt-5.5,xhigh,baseline,csstree-shorthand-expansion-compression,1,solved,1,1.0,77,8,5,73,0.667
gpt-5.5,xhigh,baseline,csstree-shorthand-expansion-compression,2,solved,1,1.0,89,15,6,84,0.667
gpt-5.5,xhigh,baseline,effect-sse-httpapi-streaming,0,found_kept_failed,0,0.5982905982905983,153,47,5,136,1.0
gpt-5.5,xhigh,baseline,effect-sse-httpapi-streaming,1,found_kept_failed,0,0.9914529914529915,212,65,6,198,1.0
gpt-5.5,xhigh,baseline,effect-sse-httpapi-streaming,2,found_kept_failed,0,0.9914529914529915,171,65,4,160,1.0
gpt-5.5,xhigh,baseline,fastapi-implicit-head-options,0,found_kept_failed,0,0.9990557129367328,138,46,3,131,0.75
gpt-5.5,xhigh,baseline,fastapi-implicit-head-options,1,found_kept_failed,0,0.998426188227888,164,48,3,154,0.75
gpt-5.5,xhigh,baseline,fastapi-implicit-head-options,2,solved,1,1.0,137,47,3,117,0.75
gpt-5.5,xhigh,baseline,gql-incremental-graphql-delivery,0,found_kept_failed,0,0.998792270531401,131,59,4,120,1.0
gpt-5.5,xhigh,baseline,gql-incremental-graphql-delivery,1,found_kept_failed,0,0.998792270531401,172,60,4,162,1.0
gpt-5.5,xhigh,baseline,gql-incremental-graphql-delivery,2,found_kept_failed,0,0.998792270531401,148,49,4,138,1.0
gpt-5.5,xhigh,baseline,httpx-streaming-json-iteration,0,solved,1,1.0,105,26,5,88,1.0
gpt-5.5,xhigh,baseline,httpx-streaming-json-iteration,1,solved,1,1.0,99,18,5,80,0.667
gpt-5.5,xhigh,baseline,httpx-streaming-json-iteration,2,solved,1,1.0,68,16,5,51,0.333
gpt-5.5,xhigh,baseline,kgateway-consistent-hash-policy,0,solved,1,1.0,121,21,4,110,0.556
gpt-5.5,xhigh,baseline,kgateway-consistent-hash-policy,1,solved,1,1.0,105,20,4,95,0.667
gpt-5.5,xhigh,baseline,kgateway-consistent-hash-policy,2,solved,1,1.0,123,26,4,106,0.778
gpt-5.5,xhigh,baseline,koota-deferred-mutation-buffer,0,found_kept_failed,0,0.9949748743718593,105,51,4,99,1.0
gpt-5.5,xhigh,baseline,koota-deferred-mutation-buffer,1,solved,1,1.0,127,50,5,119,1.0
gpt-5.5,xhigh,baseline,koota-deferred-mutation-buffer,2,solved,1,1.0,114,49,4,106,1.0
gpt-5.5,xhigh,baseline,mashumaro-flattened-dataclass-fields,0,solved,1,1.0,123,24,6,85,0.667
gpt-5.5,xhigh,baseline,mashumaro-flattened-dataclass-fields,1,solved,1,1.0,123,31,8,109,0.667
gpt-5.5,xhigh,baseline,mashumaro-flattened-dataclass-fields,2,solved,1,1.0,101,27,6,88,0.667
gpt-5.5,xhigh,baseline,obsidian-linter-auto-table-of-contents,0,solved,1,1.0,87,28,5,82,1.0
gpt-5.5,xhigh,baseline,obsidian-linter-auto-table-of-contents,1,found_kept_failed,0,0.9650170648464164,81,19,5,77,1.0
gpt-5.5,xhigh,baseline,obsidian-linter-auto-table-of-contents,2,found_kept_failed,0,0.9650170648464164,50,14,6,47,0.8
gpt-5.5,xhigh,baseline,oxvg-structural-selector-preservation,0,solved,1,1.0,155,16,5,138,1.0
gpt-5.5,xhigh,baseline,oxvg-structural-selector-preservation,1,solved,1,1.0,108,10,5,72,1.0
gpt-5.5,xhigh,baseline,oxvg-structural-selector-preservation,2,solved,1,1.0,119,14,8,113,1.0
gpt-5.5,xhigh,baseline,termenv-preserve-ansi-resets,0,found_kept_failed,0,0.9918032786885246,56,12,5,51,0.5
gpt-5.5,xhigh,baseline,termenv-preserve-ansi-resets,1,found_kept_failed,0,0.9918032786885246,43,12,3,37,0.5
gpt-5.5,xhigh,baseline,termenv-preserve-ansi-resets,2,found_then_lost,0,0.9918032786885246,75,10,3,49,0.5
gpt-5.5,xhigh,baseline,updo-policy-alerting,0,solved,1,1.0,86,31,3,48,0.889
gpt-5.5,xhigh,baseline,updo-policy-alerting,1,found_then_lost,0,0.9928571428571429,64,22,4,44,0.889
gpt-5.5,xhigh,baseline,updo-policy-alerting,2,found_then_lost,0,0.9714285714285714,78,27,4,53,0.778
